index,sub_id,obj_id,obj_type,display_name,area_id,x,y,z,poly,component,issue,prefab_path
808,75498873,8,2,通用传送车站,20800,545.2762,3.1953125,1604.369,34169,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
809,75498874,8,2,通用传送车站,20700,378.21,0.0,548.85,26758,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
810,75498875,8,2,通用传送车站,20700,188.2,3.1953125,544.88,144318,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
811,75498876,8,2,通用传送车站,20700,219.805832,0.0,378.133636,144497,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
812,75498877,8,2,通用传送车站,20700,223.11,3.1953125,188.06,144815,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
813,75498878,8,2,通用传送车站,20700,378.56,0.0,218.68,25112,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
814,75498879,8,2,通用传送车站,20700,579.91,3.1953125,223.36,28376,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
815,75498880,8,2,通用传送车站,20700,548.63,0.0,389.77,26655,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
816,75498881,8,2,通用传送车站,20700,470.61,0.0,378.72,28163,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
817,75498882,8,2,通用传送车站,20700,544.91,3.1953125,579.85,29857,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
818,75498883,8,2,通用传送车站,20200,1658.15,0.0,2596.33,6695,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
819,75498884,8,2,通用传送车站,20200,1468.14,3.19531226,2592.85,42527,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
820,75498885,8,2,通用传送车站,20200,1499.8,0.0,2426.33,42607,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
821,75498886,8,2,通用传送车站,20200,1503.19226,3.1953125,2236.19336,42783,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
822,75498887,8,2,通用传送车站,20200,1658.52,0.0,2266.7,37532,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
823,75498888,8,2,通用传送车站,20200,1859.71,3.1953125,2271.48,40645,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
824,75498889,8,2,通用传送车站,20200,1750.86,0.0,2426.63,40433,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
825,75498890,8,2,通用传送车站,20200,1828.69,0.0,2437.63,40238,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
826,75498891,8,2,通用传送车站,20200,1824.84,3.1953125,2627.71,6899,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
827,75498892,8,2,通用传送车站,21200,1402.37,0.0,1060.38,76500,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
828,75498893,8,2,通用传送车站,21200,1212.22,3.1953125,1056.82,90433,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
829,75498894,8,2,通用传送车站,21200,1243.719,0.0,890.285461,90628,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
830,75498895,8,2,通用传送车站,21200,1247.00476,3.1953125,700.1096,122236,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
831,75498896,8,2,通用传送车站,21200,1402.64,0.0,730.67,78355,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
832,75498897,8,2,通用传送车站,21200,1603.79858,3.1953125,735.13,76938,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
833,75498898,8,2,通用传送车站,21200,1572.91,0.0,902.07,76397,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
834,75498899,8,2,通用传送车站,21200,1494.85,0.0,890.59,76725,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
835,75498900,8,2,通用传送车站,21200,1569.01,3.1953125,1092.14,123801,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
836,75498901,8,2,通用传送车站,21000,2938.11,0.0,2084.63,98744,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
837,75498902,8,2,通用传送车站,21000,2748.02,3.1953125,2080.78,99122,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
838,75498903,8,2,通用传送车站,21000,2779.16479,0.0,1914.223,108255,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
839,75498904,8,2,通用传送车站,21000,2782.97,3.1953125,1724.19,108961,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
840,75498905,8,2,通用传送车站,21000,2938.65,0.0,1755.05,108708,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
841,75498906,8,2,通用传送车站,21000,3139.71,3.1953125,1759.38,99789,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
842,75498907,8,2,通用传送车站,21000,3109.05,0.0,1925.7,98641,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
843,75498908,8,2,通用传送车站,21000,3030.98,0.0,1914.54,99577,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
844,75498909,8,2,通用传送车站,21000,3104.85,3.1953125,2115.93,114053,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
845,75498910,8,2,通用传送车站,21100,2938.27,0.0,1316.3562,60799,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
846,75498911,8,2,通用传送车站,21100,2748.16,3.19531226,1313.11,61176,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
847,75498912,8,2,通用传送车站,21100,2778.69629,0.0,1146.22229,103616,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
848,75498913,8,2,通用传送车站,21100,2783.15552,3.19531226,956.4634,104938,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
849,75498914,8,2,通用传送车站,21100,2938.85,0.0,987.53,104070,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
850,75498915,8,2,通用传送车站,21100,3139.54,3.1953125,991.24,61843,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
851,75498916,8,2,通用传送车站,21100,3109.21,0.0,1157.89,60696,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
852,75498917,8,2,通用传送车站,21100,3030.813,0.0,1146.6687,61631,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
853,75498918,8,2,通用传送车站,21100,3104.79,3.1953125,1348.01,112627,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
854,75498919,8,2,通用传送车站,20600,2682.27,0.0,548.51,68298,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
855,75498920,8,2,通用传送车站,20600,2492.14,3.1953125,544.66,71054,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
856,75498921,8,2,通用传送车站,20600,2523.39,0.0,378.09,71480,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
857,75498922,8,2,通用传送车站,20600,2527.21313,3.1953125,188.374664,149265,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
858,75498923,8,2,通用传送车站,20600,2682.73,0.0,218.91,18205,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
859,75498924,8,2,通用传送车站,20600,2883.55,3.19531274,223.14,69976,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
860,75498925,8,2,通用传送车站,20600,2852.95,0.0,389.61,69237,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
861,75498926,8,2,通用传送车站,20600,2774.85034,0.0,378.7619,69763,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
862,75498927,8,2,通用传送车站,20600,2848.87,3.1953125,579.95,68960,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
863,75498928,8,2,通用传送车站,20300,3962.1,0.0,2596.42358,9077,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
864,75498929,8,2,通用传送车站,20300,3772.05,3.1953125,2592.76,51174,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
865,75498930,8,2,通用传送车站,20300,3803.34961,0.0,2426.22974,51254,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
866,75498931,8,2,通用传送车站,20300,3807.24536,3.19531274,2236.23438,51956,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
867,75498932,8,2,通用传送车站,20300,3963.07,0.0,2267.06,51704,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
868,75498933,8,2,通用传送车站,20300,4163.8,3.1953125,2271.2,10325,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
869,75498934,8,2,通用传送车站,20300,4054.88745,0.0,2426.688,10113,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
870,75498935,8,2,通用传送车站,20300,4133.0,0.0,2437.81,9588,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
871,75498936,8,2,通用传送车站,20300,4128.98,3.1953125,2627.85,9281,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
872,75498937,8,2,通用传送车站,20400,3962.35,0.0,1572.62,11303,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
873,75498938,8,2,通用传送车站,20400,3772.34985,3.1953125,1568.77,11680,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
874,75498939,8,2,通用传送车站,20400,3803.32471,0.0,1402.24927,57581,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
875,75498940,8,2,通用传送车站,20400,3806.593,3.1953125,1212.25793,58903,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
876,75498941,8,2,通用传送车站,20400,3962.67,0.0,1243.22,58034,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
877,75498942,8,2,通用传送车站,20400,4163.75,3.1953125,1247.26,12347,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
878,75498943,8,2,通用传送车站,20400,4132.82,0.0,1413.86,11200,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
879,75498944,8,2,通用传送车站,20400,4054.753,0.0,1402.77856,12135,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
880,75498945,8,2,通用传送车站,20400,4128.89,3.1953125,1604.0,155247,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
881,75498946,8,2,通用传送车站,20500,3962.38,0.0,548.1,15204,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
882,75498947,8,2,通用传送车站,20500,3772.02,3.1953125,544.91,15581,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
883,75498948,8,2,通用传送车站,20500,3803.87939,0.0,378.140656,151345,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
884,75498949,8,2,通用传送车站,20500,3807.31616,3.19531226,188.3386,152066,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
885,75498950,8,2,通用传送车站,20500,3962.72,0.0,219.24,16455,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
886,75498951,8,2,通用传送车站,20500,4163.94,3.19531274,223.69,16248,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
887,75498952,8,2,通用传送车站,20500,4133.13,0.0,389.83,15101,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
888,75498953,8,2,通用传送车站,20500,4054.48218,0.0,378.950745,16036,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
889,75498954,8,2,通用传送车站,20500,4128.87,3.1953125,580.02,153407,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
890,75498955,8,2,通用传送车站,20103,773.81,0.0,2305.58,138532,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
891,75498956,8,2,通用传送车站,20101,764.71,0.0,2055.94,139188,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
892,75498957,8,2,通用传送车站,20901,1176.74,0.0,2180.76,183006,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
893,75498958,8,2,通用传送车站,20901,1404.49,0.0,2052.9,85341,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
894,75498959,8,2,通用传送车站,20201,1275.9,0.0,2433.3,38252,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
895,75498960,8,2,通用传送车站,20201,1052.66,0.0,2566.71,5800,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
896,75498961,8,2,通用传送车站,20101,505.69,0.0,1921.6,2786,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
897,75498962,8,2,通用传送车站,20102,258.320862,0.0,1915.14087,1421,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
898,75498963,8,2,通用传送车站,20802,894.83,0.0,1405.39,34867,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
899,75498964,8,2,通用传送车站,20802,1028.01,0.0,1262.08,82899,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
900,75498965,8,2,通用传送车站,20803,947.48,0.0,1029.19,89697,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
901,75498966,8,2,通用传送车站,20801,504.31,0.0,1015.78,32836,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
902,75498967,8,2,通用传送车站,20703,387.3651,0.0,850.1866,141953,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
903,75498968,8,2,通用传送车站,20703,612.0485,0.0,732.4544,27503,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
904,75498969,8,2,通用传送车站,20701,964.34,0.0,261.2353,30614,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
905,75498970,8,2,通用传送车站,20701,1213.9054,0.0,261.091736,24028,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
906,75498971,8,2,通用传送车站,20702,892.2,0.0,559.1,142866,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
907,75498972,8,2,通用传送车站,20702,1067.52588,0.0,504.664,175101,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
908,75498973,8,2,通用传送车站,25400,1289.0,0.0,506.85,23635,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
909,75498974,8,2,通用传送车站,21202,1417.71,0.0,1275.46,91193,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
910,75498975,8,2,通用传送车站,25100,1018.5,0.0,1625.9,35143,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
911,75498976,8,2,通用传送车站,21202,1796.06238,0.0,1217.58252,125270,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
912,75498977,8,2,通用传送车站,21203,1925.94,0.0,1339.4,118015,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
913,75498978,8,2,通用传送车站,21103,2057.16,0.0,1028.98,75073,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
914,75498979,8,2,通用传送车站,21201,1790.54,0.0,1025.89,19269,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
915,75498980,8,2,通用传送车站,21201,1793.6,0.0,790.4,19535,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
916,75498981,8,2,通用传送车站,21201,1786.21216,0.0,570.8,19862,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
917,75498982,8,2,通用传送车站,20603,1971.1875,0.0,527.131165,173268,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
918,75498983,8,2,通用传送车站,21102,2429.93,0.0,905.49,73649,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
919,75498984,8,2,通用传送车站,21103,2299.55,0.0,1035.09,126063,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
920,75498985,8,2,通用传送车站,21103,2052.7,0.0,765.5,147465,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
921,75498986,8,2,通用传送车站,20602,1785.55,0.0,266.62,21381,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
922,75498987,8,2,通用传送车站,20602,1666.8,0.0,380.6,22946,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
923,75498988,8,2,通用传送车站,20602,2199.85718,0.0,253.052887,146538,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
924,75498989,8,2,通用传送车站,20603,2297.95,0.0,513.5536,18562,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
925,75498990,8,2,通用传送车站,21203,2183.51,-0.00555276871,1299.87,67216,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
926,75498991,8,2,通用传送车站,21203,2081.768,-0.00156259537,1371.79578,67469,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
927,75498992,8,2,通用传送车站,21003,2273.11,-0.0179533958,1380.42,105996,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
928,75498993,8,2,通用传送车站,21203,1915.09,0.0,1542.28,118303,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
929,75498994,8,2,通用传送车站,20902,1796.46,0.0,1799.42,43675,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
930,75498995,8,2,通用传送车站,21203,2049.16,0.0,1698.61,223176,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
931,75498996,8,2,通用传送车站,20903,2217.57,0.0,1787.11,116517,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
932,75498997,8,2,通用传送车站,20902,2043.8,0.0,2001.7,86012,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
933,75498998,8,2,通用传送车站,20902,1787.59,0.0,2056.25,85660,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
934,75498999,8,2,通用传送车站,20902,1659.17,0.0,1943.06,183465,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
935,75499000,8,2,通用传送车站,20202,2039.41,0.0,2300.10474,7532,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
936,75499001,8,2,通用传送车站,20203,2289.00562,0.0,2300.3208,7791,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
937,75499002,8,2,通用传送车站,20202,1970.54248,0.0,2580.042,158112,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
938,75499003,8,2,通用传送车站,20203,2325.09,0.0,2437.18,7831,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
939,75499004,8,2,通用传送车站,20203,2563.52,0.0,2421.5,45388,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
940,75499005,8,2,通用传送车站,20203,2556.02222,0.0,2578.31,45130,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
941,75499006,8,2,通用传送车站,20203,2487.96,0.0,2699.11,188880,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
942,75499007,8,2,通用传送车站,25200,2803.2,0.0,2650.9,8327,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
943,75499008,8,2,通用传送车站,20303,3014.97,0.0,2625.74,8578,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
944,75499009,8,2,通用传送车站,20303,3266.84155,0.0,2553.28442,192133,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
945,75499010,8,2,通用传送车站,20303,3539.37,0.0,2564.45,48110,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
946,75499011,8,2,通用传送车站,20301,3645.77,0.0,2377.65,98091,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
947,75499012,8,2,通用传送车站,20301,3454.94,0.0,2299.83,114774,0,,Assets/GameToolsData/Prefabs/GameData/InteractiveObj/InteractiveObj_8.prefab
